source_state,source_city,destination_state,destination_city,vehicle_type,charging_capacity_kW,distance_km,num_ev_stations_route,charger_power_kW,charging_capacity_kWh,charging_duration_hours
Tamil Nadu,Coimbatore,Andhra Pradesh,Guntur,3W,7.2,152.0,34.0,50.0,75,1.5
Tamil Nadu,Salem,Andhra Pradesh,Vijayawada,Bus,11.0,326.0,3.0,3.3,40,12.12
Andhra Pradesh,Vijayawada,Tamil Nadu,Chennai,4W,150.0,425.0,41.0,7.4,75,10.14
Tamil Nadu,Coimbatore,Tamil Nadu,Salem,3W,22.0,327.0,47.0,100.0,30,0.3
Andhra Pradesh,Nellore,Andhra Pradesh,Kurnool,Bus,22.0,399.0,22.0,11.0,50,4.55
Tamil Nadu,Madurai,Andhra Pradesh,Vijayawada,Bus,7.2,23.0,11.0,3.3,40,12.12
Tamil Nadu,Salem,Tamil Nadu,Salem,2W,3.3,310.0,19.0,22.0,60,2.73
Andhra Pradesh,Kurnool,Tamil Nadu,Vellore,Bus,50.0,318.0,32.0,7.4,20,2.7
Andhra Pradesh,Guntur,Tamil Nadu,Coimbatore,4W,100.0,558.0,32.0,22.0,50,2.27
Tamil Nadu,Madurai,Andhra Pradesh,Nellore,Bus,7.2,44.0,29.0,22.0,60,2.73
Tamil Nadu,Chennai,Andhra Pradesh,Kurnool,2W,100.0,168.0,24.0,100.0,20,0.2
Tamil Nadu,Salem,Andhra Pradesh,Kurnool,Bus,100.0,541.0,24.0,100.0,50,0.5
Tamil Nadu,Madurai,Andhra Pradesh,Vijayawada,Bus,7.2,126.0,34.0,7.4,20,2.7
Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,Bus,100.0,304.0,42.0,50.0,75,1.5
Andhra Pradesh,Guntur,Andhra Pradesh,Tirupati,Bus,11.0,246.0,18.0,7.4,75,10.14
Tamil Nadu,Chennai,Andhra Pradesh,Nellore,3W,22.0,487.0,23.0,11.0,75,6.82
Tamil Nadu,Coimbatore,Tamil Nadu,Tirupati,2W,100.0,562.0,47.0,100.0,20,0.2
Tamil Nadu,Chennai,Tamil Nadu,Salem,3W,150.0,154.0,25.0,11.0,30,2.73
Andhra Pradesh,Guntur,Tamil Nadu,Madurai,2W,50.0,458.0,40.0,3.3,40,12.12
Tamil Nadu,Salem,Tamil Nadu,Vellore,4W,150.0,296.0,11.0,11.0,60,5.45
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,3W,22.0,370.0,1.0,50.0,40,0.8
Andhra Pradesh,Nellore,Tamil Nadu,Salem,2W,3.3,585.0,20.0,3.3,60,18.18
Tamil Nadu,Madurai,Tamil Nadu,Tirupati,4W,50.0,213.0,37.0,50.0,60,1.2
Andhra Pradesh,Kurnool,Andhra Pradesh,Kurnool,4W,150.0,260.0,20.0,22.0,30,1.36
Tamil Nadu,Coimbatore,Tamil Nadu,Chennai,4W,50.0,29.0,26.0,11.0,60,5.45
Andhra Pradesh,Nellore,Andhra Pradesh,Tirupati,2W,11.0,170.0,49.0,3.3,40,12.12
Andhra Pradesh,Kurnool,Tamil Nadu,Coimbatore,Bus,50.0,251.0,24.0,7.4,40,5.41
Andhra Pradesh,Guntur,Andhra Pradesh,Vijayawada,3W,50.0,194.0,39.0,100.0,60,0.6
Andhra Pradesh,Nellore,Tamil Nadu,Coimbatore,4W,22.0,303.0,20.0,3.3,30,9.09
Andhra Pradesh,Tirupati,Tamil Nadu,Salem,Bus,7.2,304.0,8.0,50.0,40,0.8
Tamil Nadu,Chennai,Andhra Pradesh,Tirupati,Bus,100.0,526.0,47.0,50.0,20,0.4
Tamil Nadu,Coimbatore,Andhra Pradesh,Vijayawada,4W,150.0,227.0,43.0,7.4,60,8.11
Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,2W,22.0,312.0,40.0,3.3,60,18.18
Andhra Pradesh,Nellore,Tamil Nadu,Chennai,3W,22.0,10.0,19.0,3.3,20,6.06
Andhra Pradesh,Tirupati,Tamil Nadu,Vellore,2W,7.2,229.0,2.0,22.0,40,1.82
Tamil Nadu,Chennai,Tamil Nadu,Chennai,2W,22.0,594.0,13.0,50.0,30,0.6
Andhra Pradesh,Nellore,Andhra Pradesh,Kurnool,3W,50.0,111.0,46.0,3.3,50,15.15
Tamil Nadu,Madurai,Tamil Nadu,Coimbatore,3W,50.0,288.0,19.0,3.3,40,12.12
Andhra Pradesh,Vijayawada,Andhra Pradesh,Vijayawada,2W,150.0,74.0,12.0,22.0,75,3.41
Tamil Nadu,Vellore,Andhra Pradesh,Nellore,2W,50.0,482.0,33.0,22.0,50,2.27
Andhra Pradesh,Coimbatore,Tamil Nadu,Madurai,Bus,100.0,276.0,35.0,11.0,50,4.55
Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,3W,3.3,12.0,21.0,11.0,30,2.73
Andhra Pradesh,Coimbatore,Tamil Nadu,Salem,2W,50.0,163.0,25.0,50.0,75,1.5
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,4W,22.0,52.0,48.0,3.3,40,12.12
Andhra Pradesh,Coimbatore,Tamil Nadu,Tirupati,4W,11.0,30.0,23.0,11.0,50,4.55
Andhra Pradesh,Tirupati,Andhra Pradesh,Kurnool,4W,3.3,60.0,15.0,50.0,40,0.8
Tamil Nadu,Vellore,Andhra Pradesh,Nellore,3W,100.0,382.0,25.0,3.3,50,15.15
Andhra Pradesh,Kurnool,Andhra Pradesh,Nellore,Bus,7.2,429.0,30.0,3.3,60,18.18
Tamil Nadu,Chennai,Tamil Nadu,Vellore,Bus,7.2,354.0,30.0,11.0,30,2.73
Andhra Pradesh,Kurnool,Andhra Pradesh,Guntur,4W,50.0,168.0,7.0,7.4,30,4.05
Andhra Pradesh,Vijayawada,Tamil Nadu,Coimbatore,2W,7.2,45.0,20.0,50.0,75,1.5
Tamil Nadu,Chennai,Tamil Nadu,Salem,Bus,50.0,371.0,47.0,100.0,60,0.6
Andhra Pradesh,Tirupati,Andhra Pradesh,Tirupati,2W,7.2,530.0,15.0,7.4,40,5.41
Andhra Pradesh,Coimbatore,Tamil Nadu,Chennai,2W,7.2,593.0,24.0,22.0,60,2.73
Tamil Nadu,Coimbatore,Tamil Nadu,Nellore,2W,22.0,59.0,24.0,7.4,50,6.76
Andhra Pradesh,Coimbatore,Tamil Nadu,Coimbatore,2W,7.2,448.0,5.0,100.0,40,0.4
Andhra Pradesh,Nellore,Andhra Pradesh,Kurnool,3W,3.3,441.0,37.0,50.0,40,0.8
Andhra Pradesh,Kurnool,Andhra Pradesh,Nellore,2W,3.3,599.0,25.0,22.0,60,2.73
Andhra Pradesh,Vijayawada,Tamil Nadu,Guntur,2W,11.0,272.0,21.0,3.3,60,18.18
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,4W,3.3,468.0,39.0,11.0,50,4.55
Tamil Nadu,Madurai,Tamil Nadu,Salem,3W,100.0,563.0,32.0,100.0,75,0.75
Andhra Pradesh,Kurnool,Andhra Pradesh,Tirupati,2W,22.0,82.0,8.0,11.0,60,5.45
Andhra Pradesh,Vijayawada,Andhra Pradesh,Kurnool,2W,3.3,526.0,44.0,3.3,20,6.06
Andhra Pradesh,Tirupati,Tamil Nadu,Coimbatore,4W,100.0,390.0,3.0,50.0,30,0.6
Tamil Nadu,Coimbatore,Tamil Nadu,Salem,3W,100.0,218.0,35.0,22.0,75,3.41
Tamil Nadu,Salem,Andhra Pradesh,Kurnool,3W,22.0,462.0,13.0,100.0,30,0.3
Andhra Pradesh,Vijayawada,Andhra Pradesh,Guntur,3W,100.0,64.0,16.0,50.0,75,1.5
Tamil Nadu,Salem,Andhra Pradesh,Kurnool,2W,100.0,246.0,23.0,7.4,75,10.14
Tamil Nadu,Vellore,Andhra Pradesh,Tirupati,Bus,22.0,304.0,30.0,3.3,50,15.15
Andhra Pradesh,Guntur,Tamil Nadu,Chennai,2W,22.0,559.0,25.0,3.3,75,22.73
Andhra Pradesh,Kurnool,Tamil Nadu,Chennai,4W,7.2,587.0,25.0,3.3,75,22.73
Andhra Pradesh,Nellore,Tamil Nadu,Chennai,2W,3.3,189.0,23.0,100.0,60,0.6
Tamil Nadu,Coimbatore,Tamil Nadu,Madurai,3W,22.0,152.0,22.0,50.0,40,0.8
Andhra Pradesh,Salem,Andhra Pradesh,Guntur,Bus,150.0,570.0,42.0,22.0,50,2.27
Tamil Nadu,Vellore,Tamil Nadu,Madurai,3W,7.2,471.0,6.0,7.4,50,6.76
Andhra Pradesh,Kurnool,Tamil Nadu,Chennai,4W,50.0,587.0,27.0,50.0,30,0.6
Tamil Nadu,Coimbatore,Andhra Pradesh,Kurnool,3W,7.2,546.0,2.0,100.0,20,0.2
Andhra Pradesh,Vijayawada,Andhra Pradesh,Kurnool,4W,100.0,119.0,16.0,7.4,40,5.41
Tamil Nadu,Vellore,Tamil Nadu,Salem,4W,11.0,304.0,13.0,50.0,75,1.5
Andhra Pradesh,Tirupati,Tamil Nadu,Coimbatore,Bus,3.3,88.0,4.0,7.4,75,10.14
Andhra Pradesh,Kurnool,Tamil Nadu,Salem,2W,150.0,541.0,18.0,3.3,20,6.06
Andhra Pradesh,Tirupati,Tamil Nadu,Madurai,3W,7.2,69.0,23.0,3.3,60,18.18
Andhra Pradesh,Nellore,Andhra Pradesh,Tirupati,4W,7.2,354.0,2.0,100.0,20,0.2
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,4W,150.0,466.0,23.0,11.0,20,1.82
Andhra Pradesh,Nellore,Andhra Pradesh,Tirupati,2W,22.0,199.0,46.0,7.4,30,4.05
Andhra Pradesh,Kurnool,Andhra Pradesh,Vijayawada,Bus,22.0,561.0,17.0,3.3,50,15.15
Andhra Pradesh,Kurnool,Andhra Pradesh,Kurnool,2W,22.0,429.0,38.0,50.0,40,0.8
Andhra Pradesh,Tirupati,Tamil Nadu,Salem,4W,100.0,492.0,7.0,22.0,30,1.36
Andhra Pradesh,Tirupati,Tamil Nadu,Vellore,3W,50.0,519.0,2.0,22.0,30,1.36
Tamil Nadu,Vellore,Andhra Pradesh,Tirupati,3W,150.0,432.0,5.0,22.0,60,2.73
Andhra Pradesh,Coimbatore,Andhra Pradesh,Guntur,3W,50.0,222.0,18.0,7.4,60,8.11
Andhra Pradesh,Coimbatore,Andhra Pradesh,Vijayawada,4W,3.3,404.0,21.0,100.0,60,0.6
Tamil Nadu,Vellore,Tamil Nadu,Tirupati,3W,22.0,555.0,48.0,50.0,20,0.4
Tamil Nadu,Madurai,Tamil Nadu,Chennai,2W,22.0,431.0,42.0,100.0,75,0.75
Andhra Pradesh,Tirupati,Tamil Nadu,Chennai,2W,3.3,129.0,9.0,7.4,40,5.41
Andhra Pradesh,Guntur,Andhra Pradesh,Kurnool,Bus,50.0,106.0,10.0,50.0,40,0.8
Tamil Nadu,Salem,Tamil Nadu,Vellore,Bus,11.0,209.0,25.0,11.0,50,4.55
Andhra Pradesh,Kurnool,Andhra Pradesh,Tirupati,4W,50.0,425.0,44.0,22.0,60,2.73
Andhra Pradesh,Tirupati,Andhra Pradesh,Tirupati,Bus,3.3,96.0,43.0,7.4,40,5.41
Andhra Pradesh,Nellore,Andhra Pradesh,Nellore,Bus,3.3,157.0,21.0,22.0,40,1.82
Tamil Nadu,Salem,Tamil Nadu,Madurai,Bus,150.0,220.0,7.0,22.0,60,2.73
Andhra Pradesh,Nellore,Tamil Nadu,Madurai,3W,50.0,359.0,32.0,50.0,50,1.0
Tamil Nadu,Coimbatore,Tamil Nadu,Salem,2W,150.0,369.0,25.0,100.0,75,0.75
Andhra Pradesh,Guntur,Tamil Nadu,Madurai,2W,22.0,391.0,4.0,3.3,50,15.15
Tamil Nadu,Chennai,Andhra Pradesh,Vijayawada,3W,150.0,199.0,10.0,22.0,30,1.36
Andhra Pradesh,Coimbatore,Tamil Nadu,Madurai,Bus,7.2,383.0,13.0,50.0,75,1.5
Andhra Pradesh,Kurnool,Tamil Nadu,Coimbatore,4W,7.2,282.0,40.0,100.0,50,0.5
Tamil Nadu,Chennai,Andhra Pradesh,Vijayawada,Bus,11.0,304.0,25.0,50.0,40,0.8
Andhra Pradesh,Salem,Tamil Nadu,Salem,2W,22.0,297.0,46.0,7.4,50,6.76
Andhra Pradesh,Tirupati,Tamil Nadu,Madurai,3W,100.0,48.0,49.0,11.0,50,4.55
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,2W,100.0,311.0,40.0,22.0,60,2.73
Tamil Nadu,Salem,Andhra Pradesh,Nellore,Bus,100.0,244.0,25.0,7.4,75,10.14
Tamil Nadu,Vellore,Tamil Nadu,Vellore,3W,7.2,550.0,21.0,11.0,60,5.45
Andhra Pradesh,Nellore,Tamil Nadu,Coimbatore,2W,150.0,416.0,24.0,100.0,40,0.4
Tamil Nadu,Madurai,Andhra Pradesh,Tirupati,2W,3.3,524.0,19.0,22.0,40,1.82
Andhra Pradesh,Coimbatore,Andhra Pradesh,Tirupati,Bus,50.0,120.0,8.0,3.3,30,9.09
Tamil Nadu,Chennai,Tamil Nadu,Salem,2W,11.0,458.0,4.0,22.0,75,3.41
Tamil Nadu,Coimbatore,Andhra Pradesh,Guntur,4W,3.3,19.0,21.0,11.0,60,5.45
Tamil Nadu,Madurai,Tamil Nadu,Madurai,3W,3.3,121.0,13.0,11.0,30,2.73
Andhra Pradesh,Kurnool,Tamil Nadu,Coimbatore,3W,7.2,575.0,12.0,100.0,75,0.75
Andhra Pradesh,Vijayawada,Tamil Nadu,Coimbatore,2W,3.3,29.0,11.0,11.0,75,6.82
Tamil Nadu,Madurai,Andhra Pradesh,Tirupati,3W,22.0,390.0,4.0,7.4,30,4.05
Andhra Pradesh,Madurai,Tamil Nadu,Coimbatore,2W,100.0,478.0,40.0,22.0,60,2.73
Andhra Pradesh,Guntur,Andhra Pradesh,Kurnool,Bus,3.3,29.0,17.0,11.0,40,3.64
Andhra Pradesh,Kurnool,Andhra Pradesh,Tirupati,3W,11.0,345.0,4.0,3.3,60,18.18
Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,4W,150.0,197.0,19.0,100.0,40,0.4
Andhra Pradesh,Nellore,Andhra Pradesh,Tirupati,Bus,100.0,323.0,38.0,11.0,60,5.45
Andhra Pradesh,Kurnool,Andhra Pradesh,Nellore,Bus,50.0,359.0,49.0,11.0,30,2.73
Andhra Pradesh,Guntur,Andhra Pradesh,Kurnool,2W,11.0,485.0,47.0,3.3,20,6.06
Andhra Pradesh,Kurnool,Andhra Pradesh,Tirupati,2W,3.3,207.0,4.0,22.0,40,1.82
Tamil Nadu,Madurai,Tamil Nadu,Salem,4W,150.0,146.0,26.0,50.0,75,1.5
Tamil Nadu,Chennai,Andhra Pradesh,Tirupati,2W,7.2,59.0,3.0,11.0,50,4.55
Andhra Pradesh,Vijayawada,Andhra Pradesh,Tirupati,3W,3.3,572.0,19.0,100.0,50,0.5
Tamil Nadu,Coimbatore,Andhra Pradesh,Nellore,2W,50.0,58.0,21.0,100.0,40,0.4
Tamil Nadu,Vellore,Tamil Nadu,Salem,3W,7.2,269.0,39.0,7.4,40,5.41
Andhra Pradesh,Nellore,Tamil Nadu,Chennai,Bus,3.3,191.0,46.0,100.0,50,0.5
Tamil Nadu,Salem,Tamil Nadu,Chennai,4W,22.0,557.0,21.0,11.0,50,4.55
Tamil Nadu,Salem,Tamil Nadu,Coimbatore,3W,100.0,229.0,7.0,11.0,20,1.82
Andhra Pradesh,Kurnool,Andhra Pradesh,Guntur,Bus,100.0,214.0,6.0,3.3,20,6.06
Tamil Nadu,Vellore,Andhra Pradesh,Kurnool,Bus,11.0,259.0,43.0,50.0,50,1.0
Andhra Pradesh,Kurnool,Andhra Pradesh,Guntur,2W,11.0,528.0,6.0,11.0,60,5.45
Andhra Pradesh,Guntur,Andhra Pradesh,Tirupati,Bus,150.0,304.0,21.0,22.0,60,2.73
Tamil Nadu,Salem,Tamil Nadu,Chennai,2W,7.2,30.0,18.0,50.0,50,1.0
Andhra Pradesh,Guntur,Andhra Pradesh,Tirupati,Bus,3.3,380.0,25.0,22.0,20,0.91
Andhra Pradesh,Kurnool,Tamil Nadu,Chennai,2W,3.3,170.0,4.0,100.0,20,0.2
Andhra Pradesh,Vijayawada,Tamil Nadu,Chennai,2W,50.0,582.0,34.0,3.3,75,22.73
Tamil Nadu,Madurai,Tamil Nadu,Chennai,4W,100.0,186.0,17.0,50.0,60,1.2
Andhra Pradesh,Coimbatore,Tamil Nadu,Chennai,3W,50.0,526.0,2.0,50.0,30,0.6
Tamil Nadu,Chennai,Tamil Nadu,Coimbatore,3W,7.2,153.0,48.0,11.0,30,2.73
Andhra Pradesh,Kurnool,Andhra Pradesh,Kurnool,4W,7.2,252.0,49.0,3.3,60,18.18
Tamil Nadu,Vellore,Tamil Nadu,Salem,3W,150.0,77.0,46.0,3.3,60,18.18
Tamil Nadu,Vellore,Tamil Nadu,Salem,Bus,100.0,390.0,41.0,7.4,60,8.11
Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,2W,150.0,75.0,25.0,3.3,20,6.06
Tamil Nadu,Madurai,Tamil Nadu,Salem,2W,7.2,236.0,6.0,100.0,30,0.3
Andhra Pradesh,Vijayawada,Tamil Nadu,Madurai,3W,11.0,316.0,11.0,7.4,20,2.7
Tamil Nadu,Coimbatore,Tamil Nadu,Salem,Bus,3.3,173.0,37.0,11.0,40,3.64
Andhra Pradesh,Vijayawada,Tamil Nadu,Coimbatore,3W,22.0,477.0,6.0,22.0,20,0.91
Tamil Nadu,Madurai,Tamil Nadu,Vellore,4W,11.0,49.0,38.0,3.3,60,18.18
Andhra Pradesh,Vijayawada,Tamil Nadu,Vellore,Bus,22.0,269.0,30.0,11.0,60,5.45
Tamil Nadu,Madurai,Tamil Nadu,Chennai,Bus,11.0,25.0,1.0,22.0,30,1.36
Andhra Pradesh,Tirupati,Andhra Pradesh,Tirupati,3W,50.0,171.0,4.0,11.0,20,1.82
Tamil Nadu,Coimbatore,Tamil Nadu,Tirupati,4W,11.0,304.0,3.0,50.0,30,0.6
Andhra Pradesh,Vijayawada,Tamil Nadu,Salem,3W,7.2,391.0,5.0,50.0,30,0.6
Andhra Pradesh,Kurnool,Andhra Pradesh,Tirupati,2W,22.0,495.0,6.0,22.0,30,1.36
Andhra Pradesh,Kurnool,Tamil Nadu,Chennai,4W,7.2,373.0,44.0,100.0,50,0.5
Andhra Pradesh,Guntur,Andhra Pradesh,Nellore,Bus,22.0,286.0,28.0,3.3,40,12.12
Tamil Nadu,Chennai,Tamil Nadu,Vellore,4W,22.0,555.0,41.0,11.0,20,1.82
Andhra Pradesh,Guntur,Andhra Pradesh,Guntur,4W,3.3,288.0,48.0,22.0,40,1.82
Tamil Nadu,Chennai,Tamil Nadu,Vellore,Bus,11.0,298.0,20.0,3.3,20,6.06
Andhra Pradesh,Guntur,Tamil Nadu,Coimbatore,4W,22.0,56.0,39.0,7.4,50,6.76
Tamil Nadu,Salem,Andhra Pradesh,Kurnool,2W,150.0,200.0,3.0,3.3,75,22.73
Tamil Nadu,Chennai,Tamil Nadu,Vellore,4W,3.3,311.0,14.0,11.0,50,4.55
Tamil Nadu,Chennai,Tamil Nadu,Chennai,4W,22.0,216.0,18.0,100.0,50,0.5
Andhra Pradesh,Nellore,Andhra Pradesh,Nellore,4W,11.0,363.0,46.0,22.0,30,1.36
Tamil Nadu,Salem,Tamil Nadu,Vellore,Bus,100.0,556.0,19.0,100.0,75,0.75
Tamil Nadu,Madurai,Andhra Pradesh,Kurnool,2W,3.3,433.0,24.0,11.0,50,4.55
Tamil Nadu,Chennai,Tamil Nadu,Madurai,2W,11.0,304.0,19.0,50.0,30,0.6
Andhra Pradesh,Kurnool,Tamil Nadu,Vellore,4W,100.0,72.0,9.0,3.3,50,15.15
Andhra Pradesh,Vijayawada,Tamil Nadu,Salem,4W,150.0,407.0,38.0,50.0,30,0.6
Andhra Pradesh,Kurnool,Andhra Pradesh,Vijayawada,3W,3.3,329.0,33.0,22.0,40,1.82
Tamil Nadu,Chennai,Tamil Nadu,Tirupati,2W,11.0,343.0,25.0,3.3,30,9.09
Andhra Pradesh,Nellore,Tamil Nadu,Salem,Bus,7.2,136.0,16.0,7.4,20,2.7
Andhra Pradesh,Vijayawada,Tamil Nadu,Salem,4W,11.0,585.0,46.0,3.3,30,9.09
Tamil Nadu,Vellore,Andhra Pradesh,Tirupati,Bus,22.0,210.0,9.0,7.4,75,10.14
Tamil Nadu,Chennai,Andhra Pradesh,Guntur,Bus,3.3,17.0,45.0,3.3,50,15.15
Andhra Pradesh,Kurnool,Andhra Pradesh,Kurnool,3W,150.0,536.0,41.0,3.3,50,15.15
Andhra Pradesh,Kurnool,Tamil Nadu,Vellore,3W,50.0,559.0,20.0,22.0,30,1.36
Andhra Pradesh,Nellore,Andhra Pradesh,Kurnool,4W,150.0,357.0,28.0,100.0,30,0.3
Tamil Nadu,Salem,Tamil Nadu,Vellore,4W,100.0,501.0,2.0,50.0,60,1.2
Tamil Nadu,Madurai,Tamil Nadu,Chennai,2W,150.0,271.0,22.0,22.0,50,2.27
Andhra Pradesh,Vijayawada,Tamil Nadu,Vellore,Bus,100.0,292.0,8.0,11.0,50,4.55
Andhra Pradesh,Guntur,Tamil Nadu,Chennai,2W,50.0,304.0,14.0,11.0,30,2.73
Andhra Pradesh,Tirupati,Tamil Nadu,Salem,Bus,3.3,58.0,46.0,11.0,75,6.82
Andhra Pradesh,Nellore,Tamil Nadu,Salem,Bus,3.3,350.0,49.0,100.0,30,0.3
Andhra Pradesh,Coimbatore,Tamil Nadu,Madurai,3W,100.0,242.0,9.0,100.0,40,0.4
Tamil Nadu,Chennai,Andhra Pradesh,Vijayawada,2W,50.0,580.0,39.0,50.0,75,1.5
Andhra Pradesh,Tirupati,Andhra Pradesh,Nellore,3W,11.0,342.0,46.0,50.0,30,0.6
Andhra Pradesh,Kurnool,Andhra Pradesh,Nellore,Bus,50.0,118.0,12.0,100.0,60,0.6
Andhra Pradesh,Vijayawada,Tamil Nadu,Vellore,3W,150.0,259.0,25.0,100.0,50,0.5
Tamil Nadu,Madurai,Andhra Pradesh,Tirupati,4W,150.0,333.0,25.0,11.0,30,2.73
Andhra Pradesh,Kurnool,Andhra Pradesh,Guntur,2W,11.0,421.0,40.0,22.0,75,3.41
Tamil Nadu,Chennai,Andhra Pradesh,Kurnool,3W,11.0,304.0,39.0,50.0,40,0.8
Tamil Nadu,Vellore,Tamil Nadu,Vijayawada,3W,7.2,275.0,14.0,11.0,40,3.64
Tamil Nadu,Chennai,Andhra Pradesh,Vijayawada,4W,22.0,93.0,6.0,50.0,75,1.5
Andhra Pradesh,Guntur,Andhra Pradesh,Tirupati,3W,11.0,359.0,40.0,50.0,30,0.6
Tamil Nadu,Chennai,Andhra Pradesh,Kurnool,4W,11.0,320.0,45.0,11.0,60,5.45
Andhra Pradesh,Tirupati,Tamil Nadu,Vellore,3W,3.3,136.0,31.0,3.3,75,22.73
Andhra Pradesh,Vijayawada,Andhra Pradesh,Kurnool,2W,100.0,116.0,18.0,100.0,60,0.6
Tamil Nadu,Vellore,Andhra Pradesh,Vijayawada,2W,100.0,39.0,44.0,50.0,60,1.2
Tamil Nadu,Madurai,Tamil Nadu,Madurai,Bus,22.0,50.0,23.0,22.0,20,0.91
Tamil Nadu,Coimbatore,Andhra Pradesh,Nellore,2W,100.0,389.0,33.0,50.0,50,1.0
Tamil Nadu,Coimbatore,Andhra Pradesh,Kurnool,2W,150.0,205.0,37.0,7.4,60,8.11
Andhra Pradesh,Chennai,Andhra Pradesh,Kurnool,4W,50.0,211.0,18.0,22.0,40,1.82
Tamil Nadu,Madurai,Andhra Pradesh,Nellore,3W,11.0,585.0,5.0,11.0,75,6.82
Tamil Nadu,Salem,Tamil Nadu,Tirupati,3W,3.3,40.0,4.0,100.0,60,0.6
Andhra Pradesh,Coimbatore,Tamil Nadu,Tirupati,3W,11.0,588.0,11.0,7.4,50,6.76
Andhra Pradesh,Guntur,Tamil Nadu,Madurai,3W,100.0,372.0,27.0,50.0,60,1.2
Tamil Nadu,Coimbatore,Andhra Pradesh,Nellore,2W,150.0,254.0,30.0,100.0,60,0.6
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,2W,7.2,304.0,37.0,22.0,50,2.27
Andhra Pradesh,Kurnool,Andhra Pradesh,Guntur,Bus,3.3,378.0,29.0,3.3,30,9.09
Andhra Pradesh,Kurnool,Andhra Pradesh,Vijayawada,2W,100.0,77.0,5.0,50.0,20,0.4
Andhra Pradesh,Vijayawada,Tamil Nadu,Tirupati,3W,50.0,388.0,23.0,22.0,75,3.41
Andhra Pradesh,Guntur,Tamil Nadu,Tirupati,Bus,50.0,572.0,49.0,3.3,60,18.18
Andhra Pradesh,Kurnool,Tamil Nadu,Vellore,Bus,11.0,368.0,4.0,11.0,20,1.82
Andhra Pradesh,Kurnool,Andhra Pradesh,Tirupati,4W,50.0,120.0,34.0,50.0,60,1.2
Andhra Pradesh,Nellore,Tamil Nadu,Vellore,2W,11.0,113.0,22.0,50.0,40,0.8
Andhra Pradesh,Guntur,Tamil Nadu,Madurai,2W,150.0,529.0,28.0,3.3,20,6.06
Andhra Pradesh,Tirupati,Andhra Pradesh,Tirupati,3W,11.0,73.0,27.0,3.3,40,12.12
Andhra Pradesh,Nellore,Tamil Nadu,Vellore,4W,22.0,255.0,21.0,7.4,50,6.76
Tamil Nadu,Salem,Andhra Pradesh,Tirupati,2W,22.0,567.0,12.0,50.0,75,1.5
Tamil Nadu,Madurai,Andhra Pradesh,Nellore,3W,22.0,591.0,36.0,50.0,50,1.0
Tamil Nadu,Chennai,Andhra Pradesh,Nellore,4W,3.3,508.0,17.0,7.4,30,4.05
Andhra Pradesh,Nellore,Andhra Pradesh,Guntur,Bus,11.0,374.0,35.0,50.0,75,1.5
Tamil Nadu,Chennai,Andhra Pradesh,Kurnool,2W,3.3,346.0,49.0,3.3,30,9.09
Andhra Pradesh,Nellore,Tamil Nadu,Madurai,4W,50.0,22.0,47.0,22.0,20,0.91
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,3W,11.0,575.0,10.0,50.0,60,1.2
Tamil Nadu,Vellore,Tamil Nadu,Salem,3W,3.3,556.0,30.0,22.0,40,1.82
Andhra Pradesh,Nellore,Tamil Nadu,Madurai,3W,7.2,122.0,40.0,100.0,75,0.75
Andhra Pradesh,Coimbatore,Tamil Nadu,Chennai,Bus,22.0,558.0,1.0,3.3,75,22.73
Andhra Pradesh,Tirupati,Andhra Pradesh,Tirupati,Bus,3.3,136.0,1.0,100.0,30,0.3
Tamil Nadu,Coimbatore,Andhra Pradesh,Vijayawada,3W,100.0,393.0,4.0,50.0,40,0.8
Tamil Nadu,Madurai,Andhra Pradesh,Nellore,2W,11.0,197.0,13.0,7.4,50,6.76
Andhra Pradesh,Guntur,Tamil Nadu,Vellore,2W,11.0,132.0,38.0,3.3,20,6.06
Andhra Pradesh,Chennai,Tamil Nadu,Coimbatore,3W,22.0,367.0,2.0,50.0,50,1.0
Tamil Nadu,Vellore,Tamil Nadu,Salem,3W,150.0,460.0,8.0,7.4,60,8.11
Andhra Pradesh,Nellore,Tamil Nadu,Vellore,4W,50.0,330.0,17.0,100.0,30,0.3
Andhra Pradesh,Tirupati,Tamil Nadu,Vellore,2W,11.0,62.0,19.0,3.3,50,15.15
Andhra Pradesh,Vijayawada,Andhra Pradesh,Guntur,3W,22.0,465.0,20.0,100.0,40,0.4
Tamil Nadu,Coimbatore,Tamil Nadu,Salem,3W,22.0,62.0,24.0,11.0,40,3.64
Andhra Pradesh,Kurnool,Tamil Nadu,Vellore,4W,150.0,475.0,12.0,22.0,30,1.36
Andhra Pradesh,Guntur,Andhra Pradesh,Guntur,Bus,7.2,84.0,41.0,3.3,60,18.18
