source_state,source_city,destination_state,destination_city,vehicle_type,charging_capacity_kW,distance_km,num_ev_stations_route,charger_power_kW,charging_capacity_kWh,charging_duration_hours,distance_per_station,charging_efficiency,energy_per_km
Andhra Pradesh,Tirupati,Andhra Pradesh,Kurnool,4W,7.2,395.0,3.0,50.0,75,1.5,98.75,1.4705882352941178,0.1893939393939394
Andhra Pradesh,Kurnool,Andhra Pradesh,Kurnool,2W,50.0,304.0,30.0,7.4,50,6.76,9.806451612903226,5.9523809523809526,0.16393442622950818
Andhra Pradesh,Tirupati,Tamil Nadu,Salem,4W,22.0,515.0,22.0,7.4,20,2.7,22.391304347826086,2.380952380952381,0.03875968992248062
Tamil Nadu,Chennai,Tamil Nadu,Coimbatore,3W,11.0,137.0,32.0,3.3,75,22.73,4.151515151515151,17.441860465116278,0.5434782608695652
Andhra Pradesh,Nellore,Tamil Nadu,Chennai,3W,3.3,561.0,2.0,22.0,60,2.73,187.0,2.608695652173913,0.10676156583629894
Andhra Pradesh,Vijayawada,Andhra Pradesh,Nellore,3W,22.0,451.0,29.0,50.0,60,1.2,15.033333333333333,1.1764705882352942,0.13274336283185842
Andhra Pradesh,Tirupati,Tamil Nadu,Unknown,3W,7.2,137.0,21.0,100.0,40,0.4,6.2272727272727275,0.39603960396039606,0.2898550724637681
Tamil Nadu,Unknown,Tamil Nadu,Coimbatore,2W,50.0,162.0,38.0,11.0,40,3.64,4.153846153846154,3.3333333333333335,0.24539877300613497
Tamil Nadu,Vellore,Tamil Nadu,Coimbatore,3W,50.0,36.0,31.0,7.4,60,8.11,1.125,7.142857142857142,1.6216216216216217
Tamil Nadu,Coimbatore,Andhra Pradesh,Kurnool,2W,3.3,464.0,25.0,22.0,75,3.41,17.846153846153847,3.260869565217391,0.16129032258064516
Andhra Pradesh,Guntur,Andhra Pradesh,Tirupati,Bus,100.0,567.0,2.0,100.0,40,0.4,189.0,0.39603960396039606,0.07042253521126761
Tamil Nadu,Madurai,Tamil Nadu,Chennai,4W,50.0,301.0,26.0,100.0,20,0.2,11.148148148148149,0.19801980198019803,0.06622516556291391
Andhra Pradesh,Nellore,Andhra Pradesh,Nellore,Bus,22.0,122.0,39.0,7.4,50,6.76,3.05,5.9523809523809526,0.4065040650406504
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,Bus,3.3,557.0,47.0,50.0,50,1.0,11.604166666666666,0.9803921568627451,0.08960573476702509
Tamil Nadu,Madurai,Andhra Pradesh,Kurnool,4W,3.3,516.0,45.0,11.0,20,1.82,11.217391304347826,1.6666666666666667,0.03868471953578337
Andhra Pradesh,Vijayawada,Tamil Nadu,Coimbatore,3W,50.0,82.0,9.0,100.0,60,0.6,8.2,0.594059405940594,0.7228915662650602
Tamil Nadu,Chennai,Andhra Pradesh,Vijayawada,2W,11.0,51.0,25.0,11.0,30,2.73,1.9615384615384615,2.5,0.5769230769230769
Andhra Pradesh,Nellore,Andhra Pradesh,Guntur,2W,22.0,181.0,30.0,7.4,30,4.05,5.838709677419355,3.571428571428571,0.16483516483516483
Tamil Nadu,Salem,Tamil Nadu,Madurai,2W,22.0,304.0,10.0,7.4,50,6.76,27.636363636363637,5.9523809523809526,0.16393442622950818
Andhra Pradesh,Vijayawada,Andhra Pradesh,Kurnool,3W,11.0,90.0,23.0,22.0,20,0.91,3.75,0.8695652173913043,0.21978021978021978
Andhra Pradesh,Vijayawada,Tamil Nadu,Coimbatore,2W,22.0,580.0,26.0,22.0,20,0.91,21.48148148148148,0.8695652173913043,0.03442340791738382
Andhra Pradesh,Guntur,Andhra Pradesh,Guntur,Bus,150.0,410.0,23.0,11.0,20,1.82,17.083333333333332,1.6666666666666667,0.04866180048661801
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,4W,3.3,507.0,23.0,11.0,40,3.64,21.125,3.3333333333333335,0.07874015748031496
Andhra Pradesh,Kurnool,Tamil Nadu,Madurai,Unknown,11.0,499.0,39.0,50.0,40,0.8,12.475,0.7843137254901961,0.08
Andhra Pradesh,Nellore,Tamil Nadu,Salem,Bus,50.0,107.0,3.0,100.0,75,0.75,26.75,0.7425742574257426,0.6944444444444444
Unknown,Guntur,Andhra Pradesh,Kurnool,4W,150.0,506.0,4.0,50.0,75,1.5,101.2,1.4705882352941178,0.14792899408284024
Andhra Pradesh,Vijayawada,Tamil Nadu,Vellore,Unknown,22.0,25.0,25.0,3.3,75,22.73,0.9615384615384616,17.441860465116278,2.8846153846153846
Tamil Nadu,Coimbatore,Tamil Nadu,Madurai,3W,7.2,423.0,13.0,7.4,30,4.05,30.214285714285715,3.571428571428571,0.07075471698113207
Andhra Pradesh,Nellore,Tamil Nadu,Madurai,4W,22.0,38.0,25.0,100.0,40,0.4,1.4615384615384615,0.39603960396039606,1.0256410256410255
Andhra Pradesh,Tirupati,Tamil Nadu,Salem,Unknown,22.0,248.0,10.0,3.3,75,22.73,22.545454545454547,17.441860465116278,0.30120481927710846
Tamil Nadu,Salem,Andhra Pradesh,Tirupati,2W,100.0,12.0,45.0,100.0,75,0.75,0.2608695652173913,0.7425742574257426,5.769230769230769
Tamil Nadu,Coimbatore,Tamil Nadu,Salem,3W,100.0,302.0,25.0,7.4,20,2.7,11.615384615384615,2.380952380952381,0.066006600660066
Tamil Nadu,Vellore,Andhra Pradesh,Vijayawada,4W,3.3,353.0,4.0,11.0,60,5.45,70.6,5.0,0.1694915254237288
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,2W,50.0,389.0,6.0,11.0,60,5.45,55.57142857142857,5.0,0.15384615384615385
Andhra Pradesh,Nellore,Tamil Nadu,Vellore,3W,3.3,573.0,4.0,22.0,20,0.91,114.6,0.8695652173913043,0.03484320557491289
Andhra Pradesh,Kurnool,Unknown,Vellore,4W,100.0,252.0,45.0,50.0,20,0.4,5.478260869565218,0.39215686274509803,0.07905138339920949
Tamil Nadu,Madurai,Tamil Nadu,Coimbatore,2W,7.2,515.0,3.0,50.0,40,0.8,128.75,0.7843137254901961,0.07751937984496124
Tamil Nadu,Vellore,Tamil Nadu,Vellore,3W,150.0,530.0,35.0,22.0,60,2.73,14.722222222222221,2.608695652173913,0.11299435028248588
Tamil Nadu,Chennai,Tamil Nadu,Vellore,4W,7.2,428.0,18.0,22.0,20,0.91,22.526315789473685,0.8695652173913043,0.046620046620046623
Tamil Nadu,Madurai,Andhra Pradesh,Nellore,3W,50.0,129.0,47.0,50.0,75,1.5,2.6875,1.4705882352941178,0.5769230769230769
Andhra Pradesh,Kurnool,Andhra Pradesh,Tirupati,3W,11.0,332.0,28.0,3.3,20,6.06,11.448275862068966,4.651162790697675,0.06006006006006006
Andhra Pradesh,Nellore,Andhra Pradesh,Vijayawada,3W,22.0,179.0,9.0,100.0,60,0.6,17.9,0.594059405940594,0.3333333333333333
Andhra Pradesh,Vijayawada,Tamil Nadu,Vellore,4W,22.0,235.0,24.0,7.4,50,6.76,9.4,5.9523809523809526,0.211864406779661
Tamil Nadu,Unknown,Andhra Pradesh,Tirupati,Bus,7.2,304.0,37.0,50.0,30,0.6,8.0,0.5882352941176471,0.09836065573770492
Tamil Nadu,Vellore,Tamil Nadu,Salem,2W,50.0,123.0,40.0,7.4,75,10.14,3.0,8.928571428571429,0.6048387096774194
Andhra Pradesh,Tirupati,Tamil Nadu,Madurai,3W,11.0,577.0,40.0,7.4,40,5.41,14.073170731707316,4.761904761904762,0.06920415224913495
Tamil Nadu,Madurai,Tamil Nadu,Vellore,2W,3.3,271.0,25.0,22.0,60,2.73,10.423076923076923,2.608695652173913,0.22058823529411764
Andhra Pradesh,Kurnool,Tamil Nadu,Chennai,4W,11.0,372.0,45.0,100.0,20,0.2,8.08695652173913,0.19801980198019803,0.05361930294906166
Andhra Pradesh,Guntur,Andhra Pradesh,Kurnool,4W,11.0,431.0,7.0,3.3,30,9.09,53.875,6.976744186046512,0.06944444444444445
Andhra Pradesh,Tirupati,Andhra Pradesh,Guntur,2W,11.0,40.0,23.0,7.4,75,10.14,1.6666666666666667,8.928571428571429,1.829268292682927
Tamil Nadu,Madurai,Tamil Nadu,Vellore,3W,150.0,91.0,25.0,50.0,40,0.8,3.5,0.7843137254901961,0.43478260869565216
Tamil Nadu,Vellore,Unknown,Vellore,Unknown,150.0,233.0,25.0,11.0,50,4.55,8.961538461538462,4.166666666666667,0.21367521367521367
Tamil Nadu,Chennai,Andhra Pradesh,Vijayawada,2W,150.0,457.0,24.0,50.0,50,1.0,18.28,0.9803921568627451,0.1091703056768559
Andhra Pradesh,Nellore,Andhra Pradesh,Guntur,2W,7.2,421.0,15.0,50.0,30,0.6,26.3125,0.5882352941176471,0.07109004739336493
Tamil Nadu,Vellore,Andhra Pradesh,Kurnool,Bus,22.0,251.0,4.0,3.3,40,12.12,50.2,9.30232558139535,0.15873015873015872
Andhra Pradesh,Vijayawada,Tamil Nadu,Salem,3W,3.3,31.0,26.0,7.4,20,2.7,1.1481481481481481,2.380952380952381,0.625
Tamil Nadu,Coimbatore,Andhra Pradesh,Guntur,3W,150.0,294.0,12.0,22.0,60,2.73,22.615384615384617,2.608695652173913,0.2033898305084746
Tamil Nadu,Madurai,Andhra Pradesh,Kurnool,2W,22.0,16.0,29.0,11.0,50,4.55,0.5333333333333333,4.166666666666667,2.9411764705882355
Andhra Pradesh,Nellore,Andhra Pradesh,Nellore,3W,150.0,547.0,34.0,22.0,20,0.91,15.628571428571428,0.8695652173913043,0.0364963503649635
Tamil Nadu,Unknown,Tamil Nadu,Salem,2W,11.0,406.0,41.0,22.0,75,3.41,9.666666666666666,3.260869565217391,0.18427518427518427
Andhra Pradesh,Tirupati,Andhra Pradesh,Tirupati,4W,22.0,139.0,47.0,50.0,20,0.4,2.8958333333333335,0.39215686274509803,0.14285714285714285
Tamil Nadu,Madurai,Tamil Nadu,Madurai,4W,3.3,304.0,44.0,3.3,75,22.73,6.7555555555555555,17.441860465116278,0.2459016393442623
Tamil Nadu,Vellore,Tamil Nadu,Vellore,4W,50.0,93.0,25.0,22.0,30,1.36,3.576923076923077,1.3043478260869565,0.3191489361702128
Andhra Pradesh,Tirupati,Andhra Pradesh,Nellore,4W,3.3,579.0,38.0,7.4,20,2.7,14.846153846153847,2.380952380952381,0.034482758620689655
Andhra Pradesh,Tirupati,Tamil Nadu,Madurai,Bus,3.3,533.0,18.0,3.3,20,6.06,28.05263157894737,4.651162790697675,0.03745318352059925
Andhra Pradesh,Nellore,Tamil Nadu,Salem,3W,3.3,318.0,8.0,22.0,20,0.91,35.333333333333336,0.8695652173913043,0.06269592476489028
Andhra Pradesh,Guntur,Andhra Pradesh,Kurnool,4W,11.0,358.0,44.0,11.0,75,6.82,7.955555555555556,6.25,0.20891364902506965
Andhra Pradesh,Kurnool,Tamil Nadu,Coimbatore,4W,22.0,567.0,25.0,22.0,50,2.27,21.807692307692307,2.1739130434782608,0.0880281690140845
Andhra Pradesh,Vijayawada,Tamil Nadu,Salem,Bus,22.0,530.0,38.0,3.3,40,12.12,13.58974358974359,9.30232558139535,0.07532956685499058
Tamil Nadu,Salem,Andhra Pradesh,Tirupati,2W,7.2,353.0,8.0,3.3,60,18.18,39.22222222222222,13.953488372093023,0.1694915254237288
Andhra Pradesh,Tirupati,Tamil Nadu,Chennai,Bus,22.0,283.0,30.0,22.0,75,3.41,9.129032258064516,3.260869565217391,0.2640845070422535
Tamil Nadu,Madurai,Tamil Nadu,Vellore,2W,3.3,304.0,41.0,11.0,20,1.82,7.238095238095238,1.6666666666666667,0.06557377049180328
Tamil Nadu,Madurai,Andhra Pradesh,Vijayawada,2W,22.0,55.0,32.0,100.0,30,0.3,1.6666666666666667,0.297029702970297,0.5357142857142857
Andhra Pradesh,Kurnool,Unknown,Salem,2W,7.2,304.0,33.0,100.0,50,0.5,8.941176470588236,0.49504950495049505,0.16393442622950818
Tamil Nadu,Chennai,Andhra Pradesh,Vijayawada,2W,100.0,598.0,26.0,50.0,50,1.0,22.14814814814815,0.9803921568627451,0.08347245409015025
Tamil Nadu,Unknown,Andhra Pradesh,Guntur,3W,7.2,152.0,34.0,50.0,75,1.5,4.3428571428571425,1.4705882352941178,0.49019607843137253
Tamil Nadu,Salem,Andhra Pradesh,Vijayawada,Bus,11.0,326.0,3.0,3.3,40,12.12,81.5,9.30232558139535,0.12232415902140673
Andhra Pradesh,Vijayawada,Tamil Nadu,Chennai,4W,150.0,425.0,41.0,7.4,75,10.14,10.119047619047619,8.928571428571429,0.176056338028169
Tamil Nadu,Coimbatore,Tamil Nadu,Salem,3W,22.0,327.0,47.0,100.0,30,0.3,6.8125,0.297029702970297,0.09146341463414634
Andhra Pradesh,Nellore,Andhra Pradesh,Kurnool,Bus,22.0,399.0,22.0,11.0,50,4.55,17.347826086956523,4.166666666666667,0.125
Tamil Nadu,Madurai,Andhra Pradesh,Vijayawada,Bus,7.2,23.0,11.0,3.3,40,12.12,1.9166666666666667,9.30232558139535,1.6666666666666667
Tamil Nadu,Salem,Tamil Nadu,Salem,2W,3.3,310.0,19.0,22.0,60,2.73,15.5,2.608695652173913,0.19292604501607716
Andhra Pradesh,Kurnool,Tamil Nadu,Vellore,Bus,50.0,318.0,32.0,7.4,20,2.7,9.636363636363637,2.380952380952381,0.06269592476489028
Andhra Pradesh,Guntur,Tamil Nadu,Coimbatore,4W,100.0,558.0,32.0,22.0,50,2.27,16.90909090909091,2.1739130434782608,0.08944543828264759
Tamil Nadu,Madurai,Andhra Pradesh,Nellore,Bus,7.2,44.0,29.0,22.0,60,2.73,1.4666666666666666,2.608695652173913,1.3333333333333333
Tamil Nadu,Chennai,Andhra Pradesh,Kurnool,2W,100.0,168.0,24.0,100.0,20,0.2,6.72,0.19801980198019803,0.11834319526627218
Tamil Nadu,Salem,Andhra Pradesh,Kurnool,Bus,100.0,541.0,24.0,100.0,50,0.5,21.64,0.49504950495049505,0.09225092250922509
Tamil Nadu,Madurai,Andhra Pradesh,Vijayawada,Bus,7.2,126.0,34.0,7.4,20,2.7,3.6,2.380952380952381,0.15748031496062992
Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,Bus,100.0,304.0,42.0,50.0,75,1.5,7.069767441860465,1.4705882352941178,0.2459016393442623
Andhra Pradesh,Guntur,Andhra Pradesh,Tirupati,Bus,11.0,246.0,18.0,7.4,75,10.14,12.947368421052632,8.928571428571429,0.30364372469635625
Tamil Nadu,Chennai,Andhra Pradesh,Nellore,3W,22.0,487.0,23.0,11.0,75,6.82,20.291666666666668,6.25,0.15368852459016394
Tamil Nadu,Coimbatore,Tamil Nadu,Unknown,2W,100.0,562.0,47.0,100.0,20,0.2,11.708333333333334,0.19801980198019803,0.035523978685612786
Tamil Nadu,Chennai,Tamil Nadu,Salem,3W,150.0,154.0,25.0,11.0,30,2.73,5.923076923076923,2.5,0.1935483870967742
Andhra Pradesh,Guntur,Tamil Nadu,Madurai,2W,50.0,458.0,40.0,3.3,40,12.12,11.170731707317072,9.30232558139535,0.08714596949891068
Tamil Nadu,Salem,Tamil Nadu,Vellore,4W,150.0,296.0,11.0,11.0,60,5.45,24.666666666666668,5.0,0.20202020202020202
Tamil Nadu,Coimbatore,Andhra Pradesh,Unknown,3W,22.0,370.0,1.0,50.0,40,0.8,185.0,0.7843137254901961,0.1078167115902965
Andhra Pradesh,Nellore,Tamil Nadu,Salem,2W,3.3,585.0,20.0,3.3,60,18.18,27.857142857142858,13.953488372093023,0.10238907849829351
Tamil Nadu,Madurai,Unknown,Tirupati,4W,50.0,213.0,37.0,50.0,60,1.2,5.605263157894737,1.1764705882352942,0.2803738317757009
Andhra Pradesh,Kurnool,Andhra Pradesh,Kurnool,4W,150.0,260.0,20.0,22.0,30,1.36,12.380952380952381,1.3043478260869565,0.11494252873563218
Tamil Nadu,Coimbatore,Tamil Nadu,Chennai,4W,50.0,29.0,26.0,11.0,60,5.45,1.0740740740740742,5.0,2.0
Andhra Pradesh,Nellore,Andhra Pradesh,Tirupati,2W,11.0,170.0,49.0,3.3,40,12.12,3.4,9.30232558139535,0.23391812865497075
Andhra Pradesh,Kurnool,Tamil Nadu,Coimbatore,Bus,50.0,251.0,24.0,7.4,40,5.41,10.04,4.761904761904762,0.15873015873015872
Andhra Pradesh,Guntur,Andhra Pradesh,Vijayawada,3W,50.0,194.0,39.0,100.0,60,0.6,4.85,0.594059405940594,0.3076923076923077
Andhra Pradesh,Nellore,Unknown,Coimbatore,4W,22.0,303.0,20.0,3.3,30,9.09,14.428571428571429,6.976744186046512,0.09868421052631579
Andhra Pradesh,Tirupati,Tamil Nadu,Salem,Bus,7.2,304.0,8.0,50.0,40,0.8,33.77777777777778,0.7843137254901961,0.13114754098360656
Tamil Nadu,Chennai,Andhra Pradesh,Tirupati,Bus,100.0,526.0,47.0,50.0,20,0.4,10.958333333333334,0.39215686274509803,0.03795066413662239
Tamil Nadu,Coimbatore,Andhra Pradesh,Vijayawada,4W,150.0,227.0,43.0,7.4,60,8.11,5.159090909090909,7.142857142857142,0.2631578947368421
Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,2W,22.0,312.0,40.0,3.3,60,18.18,7.609756097560975,13.953488372093023,0.19169329073482427
Andhra Pradesh,Nellore,Tamil Nadu,Chennai,3W,22.0,10.0,19.0,3.3,20,6.06,0.5,4.651162790697675,1.8181818181818181
Andhra Pradesh,Tirupati,Tamil Nadu,Vellore,2W,7.2,229.0,2.0,22.0,40,1.82,76.33333333333333,1.7391304347826086,0.17391304347826086
Tamil Nadu,Chennai,Tamil Nadu,Chennai,2W,22.0,594.0,13.0,50.0,30,0.6,42.42857142857143,0.5882352941176471,0.05042016806722689
Andhra Pradesh,Nellore,Andhra Pradesh,Kurnool,3W,50.0,111.0,46.0,3.3,50,15.15,2.3617021276595747,11.627906976744187,0.44642857142857145
Tamil Nadu,Madurai,Tamil Nadu,Coimbatore,3W,50.0,288.0,19.0,3.3,40,12.12,14.4,9.30232558139535,0.1384083044982699
Andhra Pradesh,Vijayawada,Andhra Pradesh,Vijayawada,2W,150.0,74.0,12.0,22.0,75,3.41,5.6923076923076925,3.260869565217391,1.0
Tamil Nadu,Vellore,Andhra Pradesh,Nellore,Unknown,50.0,482.0,33.0,22.0,50,2.27,14.176470588235293,2.1739130434782608,0.10351966873706005
Andhra Pradesh,Unknown,Tamil Nadu,Madurai,Bus,100.0,276.0,35.0,11.0,50,4.55,7.666666666666667,4.166666666666667,0.18050541516245489
Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,3W,3.3,12.0,21.0,11.0,30,2.73,0.5454545454545454,2.5,2.3076923076923075
Unknown,Coimbatore,Tamil Nadu,Salem,Unknown,50.0,163.0,25.0,50.0,75,1.5,6.269230769230769,1.4705882352941178,0.4573170731707317
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,4W,22.0,52.0,48.0,3.3,40,12.12,1.0612244897959184,9.30232558139535,0.7547169811320755
Andhra Pradesh,Unknown,Tamil Nadu,Unknown,4W,11.0,30.0,23.0,11.0,50,4.55,1.25,4.166666666666667,1.6129032258064515
Andhra Pradesh,Tirupati,Andhra Pradesh,Kurnool,4W,3.3,60.0,15.0,50.0,40,0.8,3.75,0.7843137254901961,0.6557377049180327
Tamil Nadu,Vellore,Andhra Pradesh,Nellore,3W,100.0,382.0,25.0,3.3,50,15.15,14.692307692307692,11.627906976744187,0.13054830287206268
Andhra Pradesh,Kurnool,Andhra Pradesh,Nellore,Bus,7.2,429.0,30.0,3.3,60,18.18,13.838709677419354,13.953488372093023,0.13953488372093023
Tamil Nadu,Chennai,Tamil Nadu,Vellore,Bus,7.2,354.0,30.0,11.0,30,2.73,11.419354838709678,2.5,0.08450704225352113
Andhra Pradesh,Kurnool,Andhra Pradesh,Guntur,4W,50.0,168.0,7.0,7.4,30,4.05,21.0,3.571428571428571,0.17751479289940827
Andhra Pradesh,Vijayawada,Tamil Nadu,Coimbatore,2W,7.2,45.0,20.0,50.0,75,1.5,2.142857142857143,1.4705882352941178,1.6304347826086956
Tamil Nadu,Chennai,Tamil Nadu,Salem,Bus,50.0,371.0,47.0,100.0,60,0.6,7.729166666666667,0.594059405940594,0.16129032258064516
Andhra Pradesh,Tirupati,Andhra Pradesh,Unknown,2W,7.2,530.0,15.0,7.4,40,5.41,33.125,4.761904761904762,0.07532956685499058
Unknown,Coimbatore,Tamil Nadu,Chennai,2W,7.2,593.0,24.0,22.0,60,2.73,23.72,2.608695652173913,0.10101010101010101
Tamil Nadu,Unknown,Unknown,Nellore,2W,22.0,59.0,24.0,7.4,50,6.76,2.36,5.9523809523809526,0.8333333333333334
Andhra Pradesh,Unknown,Tamil Nadu,Coimbatore,2W,7.2,448.0,5.0,100.0,40,0.4,74.66666666666667,0.39603960396039606,0.08908685968819599
Andhra Pradesh,Nellore,Andhra Pradesh,Kurnool,3W,3.3,441.0,37.0,50.0,40,0.8,11.605263157894736,0.7843137254901961,0.09049773755656108
Andhra Pradesh,Kurnool,Andhra Pradesh,Nellore,Unknown,3.3,599.0,25.0,22.0,60,2.73,23.03846153846154,2.608695652173913,0.1
Andhra Pradesh,Vijayawada,Unknown,Guntur,Unknown,11.0,272.0,21.0,3.3,60,18.18,12.363636363636363,13.953488372093023,0.21978021978021978
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,4W,3.3,468.0,39.0,11.0,50,4.55,11.7,4.166666666666667,0.10660980810234541
Tamil Nadu,Madurai,Tamil Nadu,Salem,3W,100.0,563.0,32.0,100.0,75,0.75,17.060606060606062,0.7425742574257426,0.13297872340425532
Andhra Pradesh,Kurnool,Andhra Pradesh,Tirupati,2W,22.0,82.0,8.0,11.0,60,5.45,9.11111111111111,5.0,0.7228915662650602
Andhra Pradesh,Vijayawada,Andhra Pradesh,Kurnool,2W,3.3,526.0,44.0,3.3,20,6.06,11.688888888888888,4.651162790697675,0.03795066413662239
Andhra Pradesh,Tirupati,Tamil Nadu,Coimbatore,4W,100.0,390.0,3.0,50.0,30,0.6,97.5,0.5882352941176471,0.07672634271099744
Tamil Nadu,Coimbatore,Unknown,Salem,3W,100.0,218.0,35.0,22.0,75,3.41,6.055555555555555,3.260869565217391,0.3424657534246575
Tamil Nadu,Salem,Andhra Pradesh,Kurnool,3W,22.0,462.0,13.0,100.0,30,0.3,33.0,0.297029702970297,0.06479481641468683
Andhra Pradesh,Vijayawada,Andhra Pradesh,Guntur,3W,100.0,64.0,16.0,50.0,75,1.5,3.764705882352941,1.4705882352941178,1.1538461538461537
Tamil Nadu,Salem,Andhra Pradesh,Kurnool,Unknown,100.0,246.0,23.0,7.4,75,10.14,10.25,8.928571428571429,0.30364372469635625
Tamil Nadu,Vellore,Andhra Pradesh,Unknown,Bus,22.0,304.0,30.0,3.3,50,15.15,9.806451612903226,11.627906976744187,0.16393442622950818
Andhra Pradesh,Guntur,Tamil Nadu,Chennai,2W,22.0,559.0,25.0,3.3,75,22.73,21.5,17.441860465116278,0.13392857142857142
Andhra Pradesh,Kurnool,Tamil Nadu,Chennai,4W,7.2,587.0,25.0,3.3,75,22.73,22.576923076923077,17.441860465116278,0.12755102040816327
Andhra Pradesh,Nellore,Tamil Nadu,Chennai,2W,3.3,189.0,23.0,100.0,60,0.6,7.875,0.594059405940594,0.3157894736842105
Tamil Nadu,Coimbatore,Tamil Nadu,Madurai,3W,22.0,152.0,22.0,50.0,40,0.8,6.608695652173913,0.7843137254901961,0.26143790849673204
Unknown,Salem,Andhra Pradesh,Guntur,Bus,150.0,570.0,42.0,22.0,50,2.27,13.255813953488373,2.1739130434782608,0.08756567425569177
Tamil Nadu,Vellore,Tamil Nadu,Madurai,3W,7.2,471.0,6.0,7.4,50,6.76,67.28571428571429,5.9523809523809526,0.1059322033898305
Andhra Pradesh,Kurnool,Tamil Nadu,Chennai,4W,50.0,587.0,27.0,50.0,30,0.6,20.964285714285715,0.5882352941176471,0.05102040816326531
Tamil Nadu,Coimbatore,Andhra Pradesh,Kurnool,3W,7.2,546.0,2.0,100.0,20,0.2,182.0,0.19801980198019803,0.03656307129798903
Andhra Pradesh,Vijayawada,Andhra Pradesh,Kurnool,4W,100.0,119.0,16.0,7.4,40,5.41,7.0,4.761904761904762,0.3333333333333333
Tamil Nadu,Vellore,Tamil Nadu,Salem,4W,11.0,304.0,13.0,50.0,75,1.5,21.714285714285715,1.4705882352941178,0.2459016393442623
Andhra Pradesh,Tirupati,Tamil Nadu,Coimbatore,Bus,3.3,88.0,4.0,7.4,75,10.14,17.6,8.928571428571429,0.8426966292134831
Andhra Pradesh,Kurnool,Tamil Nadu,Salem,2W,150.0,541.0,18.0,3.3,20,6.06,28.473684210526315,4.651162790697675,0.03690036900369004
Unknown,Tirupati,Unknown,Madurai,3W,7.2,69.0,23.0,3.3,60,18.18,2.875,13.953488372093023,0.8571428571428571
Andhra Pradesh,Nellore,Andhra Pradesh,Tirupati,4W,7.2,354.0,2.0,100.0,20,0.2,118.0,0.19801980198019803,0.056338028169014086
Tamil Nadu,Coimbatore,Andhra Pradesh,Unknown,4W,150.0,466.0,23.0,11.0,20,1.82,19.416666666666668,1.6666666666666667,0.042826552462526764
Andhra Pradesh,Nellore,Andhra Pradesh,Tirupati,2W,22.0,199.0,46.0,7.4,30,4.05,4.23404255319149,3.571428571428571,0.15
Andhra Pradesh,Kurnool,Andhra Pradesh,Vijayawada,Bus,22.0,561.0,17.0,3.3,50,15.15,31.166666666666668,11.627906976744187,0.08896797153024912
Andhra Pradesh,Kurnool,Andhra Pradesh,Kurnool,2W,22.0,429.0,38.0,50.0,40,0.8,11.0,0.7843137254901961,0.09302325581395349
Andhra Pradesh,Tirupati,Tamil Nadu,Salem,4W,100.0,492.0,7.0,22.0,30,1.36,61.5,1.3043478260869565,0.060851926977687626
Andhra Pradesh,Tirupati,Tamil Nadu,Vellore,3W,50.0,519.0,2.0,22.0,30,1.36,173.0,1.3043478260869565,0.057692307692307696
Tamil Nadu,Vellore,Andhra Pradesh,Tirupati,3W,150.0,432.0,5.0,22.0,60,2.73,72.0,2.608695652173913,0.13856812933025403
Andhra Pradesh,Unknown,Andhra Pradesh,Guntur,3W,50.0,222.0,18.0,7.4,60,8.11,11.68421052631579,7.142857142857142,0.26905829596412556
Andhra Pradesh,Unknown,Andhra Pradesh,Vijayawada,4W,3.3,404.0,21.0,100.0,60,0.6,18.363636363636363,0.594059405940594,0.14814814814814814
Tamil Nadu,Vellore,Tamil Nadu,Unknown,3W,22.0,555.0,48.0,50.0,20,0.4,11.326530612244898,0.39215686274509803,0.03597122302158273
Tamil Nadu,Madurai,Tamil Nadu,Chennai,2W,22.0,431.0,42.0,100.0,75,0.75,10.023255813953488,0.7425742574257426,0.1736111111111111
Andhra Pradesh,Tirupati,Tamil Nadu,Chennai,2W,3.3,129.0,9.0,7.4,40,5.41,12.9,4.761904761904762,0.3076923076923077
Andhra Pradesh,Guntur,Andhra Pradesh,Kurnool,Bus,50.0,106.0,10.0,50.0,40,0.8,9.636363636363637,0.7843137254901961,0.37383177570093457
Tamil Nadu,Salem,Tamil Nadu,Vellore,Bus,11.0,209.0,25.0,11.0,50,4.55,8.038461538461538,4.166666666666667,0.23809523809523808
Andhra Pradesh,Kurnool,Andhra Pradesh,Tirupati,4W,50.0,425.0,44.0,22.0,60,2.73,9.444444444444445,2.608695652173913,0.14084507042253522
Andhra Pradesh,Tirupati,Andhra Pradesh,Tirupati,Bus,3.3,96.0,43.0,7.4,40,5.41,2.1818181818181817,4.761904761904762,0.41237113402061853
Andhra Pradesh,Nellore,Andhra Pradesh,Nellore,Bus,3.3,157.0,21.0,22.0,40,1.82,7.136363636363637,1.7391304347826086,0.25316455696202533
Tamil Nadu,Salem,Tamil Nadu,Madurai,Bus,150.0,220.0,7.0,22.0,60,2.73,27.5,2.608695652173913,0.27149321266968324
